Feature,Before,After
837 , 14.217 , 13.8537081483
838 , 14.218 , 13.8549769366
839 , 14.219 , 13.8556842141
840 , 14.219 , 13.8564542629
841 , 14.221 , 13.85682
842 , 14.221 , 13.85702
843 , 14.221 , 13.85708
844 , 14.222 , 13.8573135369
845 , 14.224 , 13.8573366577
846 , 14.224 , 13.8575737739
847 , 14.226 , 13.8577440826
848 , 14.226 , 13.8578574587
849 , 14.228 , 13.8581696391
850 , 14.228 , 13.8582651923
851 , 14.229 , 13.8584387662
852 , 14.229 , 13.8585155608
853 , 14.231 , 13.8586351714
854 , 14.232 , 13.8602303017
855 , 14.232 , 13.8607458904
856 , 14.233 , 13.8613696256
857 , 14.235 , 13.8626447794
858 , 14.236 , 13.8635560584
859 , 14.239 , 13.8637478005
860 , 14.239 , 13.8641668218
861 , 14.241 , 13.8652507102
862 , 14.241 , 13.8656158904
863 , 14.241 , 13.86572
864 , 14.242 , 13.8679620968
865 , 14.243 , 13.8679620968
866 , 14.243 , 13.8679620968
867 , 14.244 , 13.8679620968
868 , 14.244 , 13.8679620968
869 , 14.245 , 13.8691
870 , 14.245 , 13.86987
871 , 14.247 , 13.8699134023
872 , 14.247 , 13.8706043205
873 , 14.248 , 13.871400401
874 , 14.248 , 13.872127311
875 , 14.249 , 13.8722147869
876 , 14.251 , 13.8731848072
877 , 14.253 , 13.8733866424
878 , 14.255 , 13.8734963827
879 , 14.257 , 13.8741644286
880 , 14.258 , 13.875266328
881 , 14.258 , 13.8758513734
882 , 14.26 , 13.87698
883 , 14.26 , 13.8770040879
884 , 14.261 , 13.877438636
885 , 14.263 , 13.8784130358
886 , 14.265 , 13.8802446189
887 , 14.266 , 13.8804378005
888 , 14.27 , 13.88111
889 , 14.27 , 13.8813906464
890 , 14.271 , 13.8816950652
891 , 14.272 , 13.8831881672
892 , 14.272 , 13.8839216396
893 , 14.274 , 13.8850669654
894 , 14.274 , 13.8850831373
895 , 14.275 , 13.8851488927
896 , 14.275 , 13.8852658824
897 , 14.276 , 13.8867272744
898 , 14.276 , 13.8869130483
899 , 14.277 , 13.8878472222
900 , 14.279 , 13.8882372222
901 , 14.281 , 13.8883160722
902 , 14.281 , 13.88924
903 , 14.281 , 13.8899
904 , 14.281 , 13.8902224793
905 , 14.282 , 13.8905558496
906 , 14.282 , 13.8911831498
907 , 14.284 , 13.89152
908 , 14.284 , 13.8917926572
909 , 14.286 , 13.8918263846
910 , 14.286 , 13.8919050198
911 , 14.288 , 13.8931743494
912 , 14.288 , 13.8934765517
913 , 14.291 , 13.8936830567
914 , 14.291 , 13.8947291628
915 , 14.291 , 13.8947766331
916 , 14.292 , 13.8949877669
917 , 14.293 , 13.8954333454
918 , 14.294 , 13.8959755973
919 , 14.294 , 13.8964280937
920 , 14.295 , 13.8965392899
921 , 14.297 , 13.8967520349
922 , 14.298 , 13.8993230345
923 , 14.3 , 13.8994701336
924 , 14.3 , 13.8995234635
925 , 14.3 , 13.8998930532
926 , 14.3 , 13.9004133986
927 , 14.301 , 13.9006086427
928 , 14.302 , 13.9007185925
929 , 14.302 , 13.9013604545
930 , 14.303 , 13.9014119309
931 , 14.305 , 13.9015593506
932 , 14.306 , 13.9021648569
933 , 14.306 , 13.9034918888
934 , 14.307 , 13.9037083422
935 , 14.308 , 13.9037806383
936 , 14.308 , 13.9046336525
937 , 14.309 , 13.9063464706
938 , 14.311 , 13.9066917329
939 , 14.311 , 13.9079804545
940 , 14.313 , 13.9080981352
941 , 14.314 , 13.9083571089
942 , 14.315 , 13.9089727692
943 , 14.315 , 13.9099554702
944 , 14.317 , 13.9104604545
945 , 14.317 , 13.9116910402
946 , 14.317 , 13.9118273205
947 , 14.318 , 13.9123190265
948 , 14.318 , 13.913104576
949 , 14.318 , 13.9158638369
950 , 14.32 , 13.9168021053
951 , 14.322 , 13.9182499198
952 , 14.322 , 13.9206490372
953 , 14.325 , 13.9233465722
954 , 14.325 , 13.9238405098
955 , 14.326 , 13.92431
956 , 14.326 , 13.9247138855
957 , 14.326 , 13.9247527178
958 , 14.328 , 13.9255486049
959 , 14.328 , 13.9260184126
960 , 14.329 , 13.9261436525
961 , 14.329 , 13.9261436525
962 , 14.329 , 13.9261436525
963 , 14.33 , 13.9261436525
964 , 14.33 , 13.9261436525
965 , 14.33 , 13.9261436525
966 , 14.331 , 13.9261436525
967 , 14.331 , 13.9262881926
968 , 14.331 , 13.9266019349
969 , 14.332 , 13.9268507831
970 , 14.332 , 13.9268596845
971 , 14.334 , 13.9270865744
972 , 14.335 , 13.927137577
973 , 14.335 , 13.9306168091
974 , 14.336 , 13.9307946403
975 , 14.336 , 13.9308960556
976 , 14.336 , 13.9319058427
977 , 14.337 , 13.931929227
978 , 14.337 , 13.9331377695
979 , 14.338 , 13.934961789
980 , 14.338 , 13.9349650594
981 , 14.339 , 13.9354646977
982 , 14.339 , 13.9360001523
983 , 14.34 , 13.9360001523
984 , 14.341 , 13.9360001523
985 , 14.343 , 13.9360001523
986 , 14.344 , 13.9362693905
987 , 14.344 , 13.9365222476
988 , 14.344 , 13.9372731427
989 , 14.345 , 13.9376100094
990 , 14.345 , 13.9377311337
991 , 14.346 , 13.9378009663
992 , 14.349 , 13.9390484201
993 , 14.353 , 13.9393313634
994 , 14.354 , 13.9394960008
995 , 14.355 , 13.9395954692
996 , 14.355 , 13.9403205864
997 , 14.355 , 13.9403205864
998 , 14.355 , 13.941188677
999 , 14.355 , 13.9416766539
1000 , 14.356 , 13.9417104545
1001 , 14.357 , 13.9418972588
1002 , 14.357 , 13.9432234471
1003 , 14.358 , 13.9432234471
1004 , 14.36 , 13.9432234471
1005 , 14.36 , 13.9434481461
1006 , 14.361 , 13.9434524203
1007 , 14.361 , 13.9435301093
1008 , 14.364 , 13.9462967666
1009 , 14.365 , 13.9478856863
1010 , 14.367 , 13.9487166539
1011 , 14.367 , 13.9505219783
1012 , 14.367 , 13.9517273287
1013 , 14.37 , 13.9530747714
1014 , 14.375 , 13.9535198512
1015 , 14.376 , 13.9537707543
1016 , 14.378 , 13.9538916744
1017 , 14.379 , 13.9550961788
1018 , 14.381 , 13.9555244491
1019 , 14.381 , 13.9559646485
1020 , 14.383 , 13.9566492879
1021 , 14.383 , 13.9567543482
1022 , 14.384 , 13.9569880121
1023 , 14.384 , 13.9573492879
1024 , 14.386 , 13.9575577907
1025 , 14.387 , 13.9582037466
1026 , 14.388 , 13.9582267653
1027 , 14.389 , 13.9582579412
1028 , 14.39 , 13.9601202623
1029 , 14.39 , 13.9603416744
1030 , 14.391 , 13.9623677724
1031 , 14.391 , 13.9625970895
1032 , 14.391 , 13.9628741423
1033 , 14.393 , 13.9636000772
1034 , 14.395 , 13.9641457021
1035 , 14.397 , 13.9649100506
1036 , 14.398 , 13.9651162295
1037 , 14.399 , 13.9661174532
1038 , 14.4 , 13.9665279362
1039 , 14.401 , 13.96762
1040 , 14.401 , 13.9680006049
1041 , 14.401 , 13.968934366
1042 , 14.401 , 13.9694381243
1043 , 14.401 , 13.9696543048
1044 , 14.402 , 13.9705782963
1045 , 14.402 , 13.9706321707
1046 , 14.402 , 13.9730406198
1047 , 14.403 , 13.9730406198
1048 , 14.404 , 13.9730406198
1049 , 14.405 , 13.9730406198
1050 , 14.406 , 13.9730406198
1051 , 14.406 , 13.9730406198
1052 , 14.407 , 13.9730406198
1053 , 14.407 , 13.9736173827
1054 , 14.408 , 13.9761943535
1055 , 14.409 , 13.9767061644
1056 , 14.409 , 13.9767890317
1057 , 14.409 , 13.9768816159
1058 , 14.41 , 13.9789477543
1059 , 14.41 , 13.980616535
1060 , 14.411 , 13.9807398857
1061 , 14.412 , 13.9808
1062 , 14.413 , 13.9817677645
1063 , 14.413 , 13.9818091462
1064 , 14.414 , 13.9829815878
1065 , 14.414 , 13.9844040268
1066 , 14.414 , 13.9858220042
1067 , 14.415 , 13.9868507831
1068 , 14.416 , 13.9876606376
1069 , 14.417 , 13.9877011895
1070 , 14.417 , 13.9884507895
1071 , 14.419 , 13.9898919771
1072 , 14.419 , 13.9898919771
1073 , 14.419 , 13.9898919771
1074 , 14.42 , 13.9898919771
1075 , 14.421 , 13.99003
1076 , 14.422 , 13.990916535
1077 , 14.422 , 13.9922683228
1078 , 14.422 , 13.9925711895
1079 , 14.422 , 13.9929865368
1080 , 14.423 , 13.99507
1081 , 14.424 , 13.9951696476
1082 , 14.424 , 13.9966075986
1083 , 14.426 , 13.9968445102
1084 , 14.426 , 13.9971304825
1085 , 14.426 , 13.997227571
1086 , 14.427 , 13.997227571
1087 , 14.429 , 13.9987698078
1088 , 14.431 , 13.9993954928
1089 , 14.431 , 13.9993954928
1090 , 14.432 , 14.0002879911
1091 , 14.432 , 14.0016794457
1092 , 14.433 , 14.0020911895
1093 , 14.437 , 14.0024212571
1094 , 14.437 , 14.003380401
1095 , 14.438 , 14.0051708694
1096 , 14.439 , 14.0056762267
1097 , 14.44 , 14.0057116879
1098 , 14.441 , 14.00628
1099 , 14.441 , 14.0064454818
1100 , 14.441 , 14.0068289692
1101 , 14.441 , 14.0070245055
1102 , 14.442 , 14.0078219546
1103 , 14.442 , 14.0085624273
1104 , 14.442 , 14.0091
1105 , 14.443 , 14.0095769571
1106 , 14.443 , 14.0101310244
1107 , 14.445 , 14.011483866
1108 , 14.445 , 14.011483866
1109 , 14.447 , 14.0115645406
1110 , 14.45 , 14.0139369441
1111 , 14.45 , 14.0143530654
1112 , 14.451 , 14.0144548882
1113 , 14.451 , 14.0144548882
1114 , 14.452 , 14.0144548882
1115 , 14.452 , 14.0144548882
1116 , 14.452 , 14.0144548882
1117 , 14.453 , 14.0144548882
1118 , 14.454 , 14.0144548882
1119 , 14.454 , 14.0154379585
1120 , 14.455 , 14.0159548882
1121 , 14.456 , 14.0160279697
1122 , 14.458 , 14.0163938924
1123 , 14.459 , 14.0169895307
1124 , 14.459 , 14.0169895307
1125 , 14.459 , 14.0169895307
1126 , 14.459 , 14.0171964894
1127 , 14.46 , 14.0174221668
1128 , 14.46 , 14.0177172289
1129 , 14.46 , 14.0184835565
1130 , 14.461 , 14.0192254207
1131 , 14.462 , 14.0201796948
1132 , 14.462 , 14.0207088522
1133 , 14.464 , 14.0210193699
1134 , 14.465 , 14.0216794457
1135 , 14.466 , 14.023102037
1136 , 14.467 , 14.0245121529
1137 , 14.469 , 14.0247657399
1138 , 14.47 , 14.0247925129
1139 , 14.47 , 14.0250108888
1140 , 14.472 , 14.0263017054
1141 , 14.472 , 14.0264958491
1142 , 14.473 , 14.0269576341
1143 , 14.473 , 14.02748303
1144 , 14.473 , 14.0277488912
1145 , 14.474 , 14.0296986313
1146 , 14.474 , 14.0307468366
1147 , 14.474 , 14.0318100754
1148 , 14.474 , 14.0322848882
1149 , 14.475 , 14.0326534477
1150 , 14.476 , 14.03272
1151 , 14.48 , 14.03374
1152 , 14.481 , 14.03374
1153 , 14.482 , 14.03374
1154 , 14.482 , 14.03374
1155 , 14.483 , 14.03374
1156 , 14.483 , 14.03374
1157 , 14.483 , 14.03374
1158 , 14.483 , 14.03374
1159 , 14.485 , 14.03374
1160 , 14.485 , 14.0343402265
1161 , 14.486 , 14.0371283134
1162 , 14.487 , 14.0371941013
1163 , 14.487 , 14.0377098857
1164 , 14.489 , 14.0377098857
1165 , 14.489 , 14.03828
1166 , 14.49 , 14.038444717
1167 , 14.49 , 14.0384459867
1168 , 14.491 , 14.0391438724
1169 , 14.491 , 14.0395686571
1170 , 14.492 , 14.0395924223
1171 , 14.496 , 14.0396298458
1172 , 14.496 , 14.039871104
1173 , 14.497 , 14.0401952406
1174 , 14.497 , 14.0404919062
1175 , 14.498 , 14.04073
1176 , 14.498 , 14.0420630319
1177 , 14.498 , 14.04281303
1178 , 14.499 , 14.0449467026
1179 , 14.499 , 14.0450208721
1180 , 14.499 , 14.04555
1181 , 14.5 , 14.0455528307
1182 , 14.5 , 14.0463028307
1183 , 14.501 , 14.0489611601
1184 , 14.502 , 14.0495816744
1185 , 14.502 , 14.0496330245
1186 , 14.502 , 14.0497121362
1187 , 14.502 , 14.0497993224
1188 , 14.503 , 14.0499431094
1189 , 14.504 , 14.0509953678
1190 , 14.504 , 14.0512088522
1191 , 14.506 , 14.0512831596
1192 , 14.506 , 14.0512831596
1193 , 14.507 , 14.0512831596
1194 , 14.508 , 14.0512831596
1195 , 14.509 , 14.0512831596
1196 , 14.509 , 14.0515084509
1197 , 14.51 , 14.0520811301
1198 , 14.51 , 14.05272
1199 , 14.511 , 14.05272
1200 , 14.511 , 14.0528891834
1201 , 14.512 , 14.0530175715
1202 , 14.512 , 14.0533146739
1203 , 14.512 , 14.0533628307
1204 , 14.512 , 14.0536419152
1205 , 14.513 , 14.0536419152
1206 , 14.514 , 14.0536419152
1207 , 14.514 , 14.0538072061
1208 , 14.514 , 14.0555532013
1209 , 14.515 , 14.0560549901
1210 , 14.515 , 14.0562096858
1211 , 14.516 , 14.0572670518
1212 , 14.517 , 14.0574694793
1213 , 14.517 , 14.0575339854
1214 , 14.518 , 14.0575339854
1215 , 14.518 , 14.0575974696
1216 , 14.519 , 14.05862
1217 , 14.519 , 14.0588069449
1218 , 14.52 , 14.0592659104
1219 , 14.521 , 14.0597759184
1220 , 14.521 , 14.0607238742
1221 , 14.522 , 14.061400401
1222 , 14.522 , 14.0616431596
1223 , 14.522 , 14.0616448
1224 , 14.523 , 14.061844141
1225 , 14.523 , 14.062051096
1226 , 14.524 , 14.0624186799
1227 , 14.525 , 14.0626242438
1228 , 14.525 , 14.0630743333
1229 , 14.525 , 14.0637034176
1230 , 14.527 , 14.0638192933
1231 , 14.528 , 14.0642937192
1232 , 14.529 , 14.06452
1233 , 14.53 , 14.0648571515
1234 , 14.53 , 14.0655062829
1235 , 14.531 , 14.065617549
1236 , 14.531 , 14.0657641428
1237 , 14.532 , 14.06578
1238 , 14.532 , 14.0662056863
1239 , 14.533 , 14.0663510297
1240 , 14.533 , 14.0676961633
1241 , 14.534 , 14.0678185572
1242 , 14.534 , 14.0681612452
1243 , 14.534 , 14.0681612452
1244 , 14.535 , 14.06872
1245 , 14.535 , 14.0687868852
1246 , 14.535 , 14.0690642435
1247 , 14.537 , 14.0692933853
1248 , 14.537 , 14.0699342988
1249 , 14.539 , 14.0700145568
1250 , 14.54 , 14.0704384761
1251 , 14.54 , 14.0712198872
1252 , 14.543 , 14.0722874135
1253 , 14.546 , 14.072394927
1254 , 14.546 , 14.0731345155
1255 , 14.547 , 14.0733733882
1256 , 14.547 , 14.0751232653
1257 , 14.548 , 14.076112838
1258 , 14.552 , 14.0762303007
1259 , 14.553 , 14.0772052916
1260 , 14.553 , 14.0774102769
1261 , 14.554 , 14.0776355096
1262 , 14.555 , 14.0779169388
1263 , 14.556 , 14.0787390487
1264 , 14.556 , 14.0794434486
1265 , 14.556 , 14.0796030884
1266 , 14.557 , 14.0802760372
1267 , 14.558 , 14.0803645786
1268 , 14.56 , 14.0806028307
1269 , 14.561 , 14.0810968451
1270 , 14.561 , 14.0811275697
1271 , 14.562 , 14.0811801949
1272 , 14.563 , 14.0821753691
1273 , 14.564 , 14.0821753691
1274 , 14.564 , 14.0824727936
1275 , 14.564 , 14.0832712416
1276 , 14.565 , 14.0839596677
1277 , 14.565 , 14.0847132913
1278 , 14.566 , 14.0855286579
1279 , 14.566 , 14.0864276806
1280 , 14.567 , 14.0867246797
1281 , 14.569 , 14.0867839993
1282 , 14.569 , 14.0872631105
1283 , 14.57 , 14.0878128307
1284 , 14.573 , 14.0878162122
1285 , 14.577 , 14.0882328307
1286 , 14.577 , 14.0887898099
1287 , 14.578 , 14.0888869291
1288 , 14.578 , 14.0891838732
1289 , 14.58 , 14.0926170301
1290 , 14.58 , 14.0928729881
1291 , 14.58 , 14.0930236313
1292 , 14.581 , 14.0930236313
1293 , 14.581 , 14.0930236313
1294 , 14.582 , 14.0930236313
1295 , 14.582 , 14.093165102
1296 , 14.583 , 14.0933690596
1297 , 14.584 , 14.093490681
1298 , 14.584 , 14.0954844576
1299 , 14.586 , 14.0956407276
1300 , 14.588 , 14.0960868457
1301 , 14.589 , 14.0965135809
1302 , 14.589 , 14.0969474109
1303 , 14.59 , 14.0974492324
1304 , 14.591 , 14.0980720307
1305 , 14.591 , 14.098468497
1306 , 14.593 , 14.0987076919
1307 , 14.598 , 14.0993982509
1308 , 14.598 , 14.0997987722
1309 , 14.6 , 14.10026
1310 , 14.601 , 14.1004453691
1311 , 14.602 , 14.1017660372
1312 , 14.602 , 14.1018230319
1313 , 14.602 , 14.1021753691
1314 , 14.602 , 14.1021753691
1315 , 14.604 , 14.1021753691
1316 , 14.604 , 14.1021753691
1317 , 14.604 , 14.1021753691
1318 , 14.606 , 14.1022456094
1319 , 14.606 , 14.10235303
1320 , 14.607 , 14.1033234486
1321 , 14.607 , 14.1033464471
1322 , 14.61 , 14.1035953783
1323 , 14.61 , 14.1036972744
1324 , 14.61 , 14.1040711679
1325 , 14.61 , 14.1048944806
1326 , 14.611 , 14.1051392971
1327 , 14.611 , 14.1054059309
1328 , 14.612 , 14.10557
1329 , 14.612 , 14.1056982085
1330 , 14.615 , 14.1065737571
1331 , 14.615 , 14.1065737571
1332 , 14.615 , 14.1073000059
1333 , 14.617 , 14.1078399518
1334 , 14.617 , 14.1079347074
1335 , 14.618 , 14.1087528307
1336 , 14.62 , 14.1089736091
1337 , 14.62 , 14.1089736091
1338 , 14.622 , 14.1089736091
1339 , 14.622 , 14.1105692903
1340 , 14.622 , 14.110919898
1341 , 14.622 , 14.110919898
1342 , 14.623 , 14.110919898
1343 , 14.623 , 14.110919898
1344 , 14.623 , 14.110919898
1345 , 14.624 , 14.110919898
1346 , 14.624 , 14.1111644264
1347 , 14.624 , 14.1114253691
1348 , 14.625 , 14.1127409825
1349 , 14.625 , 14.1132520307
1350 , 14.626 , 14.1133346797
1351 , 14.627 , 14.1140872306
1352 , 14.629 , 14.1143122122
1353 , 14.63 , 14.1144946115
1354 , 14.631 , 14.1145667699
1355 , 14.632 , 14.1150300059
1356 , 14.633 , 14.11533
1357 , 14.633 , 14.1159010492
1358 , 14.633 , 14.1161300594
1359 , 14.636 , 14.1163094457
1360 , 14.637 , 14.1194628307
1361 , 14.638 , 14.1198593831
1362 , 14.639 , 14.1202224793
1363 , 14.64 , 14.1208787982
1364 , 14.64 , 14.120934779
1365 , 14.64 , 14.123616095
1366 , 14.642 , 14.123616095
1367 , 14.642 , 14.123616095
1368 , 14.643 , 14.123616095
1369 , 14.644 , 14.123616095
1370 , 14.644 , 14.1242452268
1371 , 14.644 , 14.1250879539
1372 , 14.644 , 14.1251900059
1373 , 14.644 , 14.1262771141
1374 , 14.645 , 14.1265834676
1375 , 14.645 , 14.1267172306
1376 , 14.646 , 14.12728
1377 , 14.647 , 14.1286100264
1378 , 14.647 , 14.1295880652
1379 , 14.647 , 14.1301069836
1380 , 14.647 , 14.1309072951
1381 , 14.649 , 14.1312594101
1382 , 14.649 , 14.1314875771
1383 , 14.649 , 14.1320073153
1384 , 14.651 , 14.1322327075
1385 , 14.651 , 14.1323836335
1386 , 14.651 , 14.1334925751
1387 , 14.652 , 14.1344281023
1388 , 14.654 , 14.1346791729
1389 , 14.654 , 14.1349227473
1390 , 14.657 , 14.1349640239
1391 , 14.657 , 14.1354052745
1392 , 14.657 , 14.13574
1393 , 14.658 , 14.136049898
1394 , 14.658 , 14.136049898
1395 , 14.658 , 14.136049898
1396 , 14.659 , 14.136049898
1397 , 14.659 , 14.136049898
1398 , 14.659 , 14.136049898
1399 , 14.663 , 14.136049898
1400 , 14.664 , 14.136552848
1401 , 14.665 , 14.1368300059
1402 , 14.667 , 14.1376200059
1403 , 14.668 , 14.1377896327
1404 , 14.668 , 14.1382169559
1405 , 14.67 , 14.1391300059
1406 , 14.67 , 14.1410027261
1407 , 14.671 , 14.1416939071
1408 , 14.671 , 14.1422210421
1409 , 14.672 , 14.1427319261
1410 , 14.673 , 14.1428405277
1411 , 14.673 , 14.1428405277
1412 , 14.674 , 14.1433627075
1413 , 14.674 , 14.1444281023
1414 , 14.674 , 14.1444290484
1415 , 14.675 , 14.1450300059
1416 , 14.676 , 14.1450300059
1417 , 14.676 , 14.1453460676
1418 , 14.676 , 14.1465812416
1419 , 14.677 , 14.1470368352
1420 , 14.679 , 14.1476012416
1421 , 14.679 , 14.1480558848
1422 , 14.68 , 14.14811
1423 , 14.68 , 14.1492384923
1424 , 14.681 , 14.1501354894
1425 , 14.682 , 14.1504920809
1426 , 14.684 , 14.15163418
1427 , 14.686 , 14.1524718226
1428 , 14.686 , 14.15262689
1429 , 14.686 , 14.153069673
1430 , 14.687 , 14.1543358437
1431 , 14.688 , 14.1558088691
1432 , 14.689 , 14.1558102237
1433 , 14.691 , 14.1559035098
1434 , 14.692 , 14.1562267195
1435 , 14.693 , 14.1564856043
1436 , 14.694 , 14.1566429532
1437 , 14.694 , 14.1568782638
1438 , 14.697 , 14.1582653691
1439 , 14.699 , 14.160439898
1440 , 14.701 , 14.160439898
1441 , 14.701 , 14.160439898
1442 , 14.702 , 14.160439898
1443 , 14.702 , 14.160439898
1444 , 14.703 , 14.160439898
1445 , 14.704 , 14.16046
1446 , 14.704 , 14.1616408232
1447 , 14.706 , 14.1621766667
1448 , 14.707 , 14.1650974024
1449 , 14.707 , 14.1658991245
1450 , 14.707 , 14.1663441188
1451 , 14.712 , 14.1666117302
1452 , 14.713 , 14.1666117302
1453 , 14.714 , 14.1680153735
1454 , 14.714 , 14.1680187542
1455 , 14.715 , 14.1686354841
1456 , 14.715 , 14.1695705291
1457 , 14.715 , 14.169928084
1458 , 14.716 , 14.1699400046
1459 , 14.723 , 14.1714033104
1460 , 14.723 , 14.1718751251
1461 , 14.724 , 14.172614929
1462 , 14.726 , 14.1730546809
1463 , 14.732 , 14.1731878242
1464 , 14.733 , 14.1736897393
1465 , 14.735 , 14.1739780652
1466 , 14.735 , 14.1740160955
1467 , 14.738 , 14.1740769277
1468 , 14.738 , 14.1745602444
1469 , 14.738 , 14.1755738518
1470 , 14.739 , 14.1776785608
1471 , 14.74 , 14.1779480866
1472 , 14.741 , 14.1780349559
1473 , 14.742 , 14.1792358086
1474 , 14.742 , 14.1794764879
1475 , 14.744 , 14.1794764879
1476 , 14.745 , 14.1794764879
1477 , 14.746 , 14.1794764879
1478 , 14.749 , 14.1812135436
1479 , 14.75 , 14.181529174
1480 , 14.752 , 14.1821486904
1481 , 14.755 , 14.1834674146
1482 , 14.755 , 14.1841171594
1483 , 14.756 , 14.1844791057
1484 , 14.756 , 14.1850092998
1485 , 14.756 , 14.1852143239
1486 , 14.756 , 14.1858254849
1487 , 14.757 , 14.1874633728
1488 , 14.759 , 14.1895473862
1489 , 14.759 , 14.1898095118
1490 , 14.761 , 14.1903751716
1491 , 14.763 , 14.1906148032
1492 , 14.764 , 14.1925778039
1493 , 14.764 , 14.1938612016
1494 , 14.765 , 14.195630769
1495 , 14.765 , 14.1974118862
1496 , 14.767 , 14.1981908625
1497 , 14.767 , 14.1996626906
1498 , 14.767 , 14.1997932187
1499 , 14.768 , 14.1998732013
1500 , 14.769 , 14.2013595208
1501 , 14.769 , 14.2020090514
1502 , 14.771 , 14.2034973134
1503 , 14.773 , 14.2038911765
1504 , 14.779 , 14.2040268806
1505 , 14.78 , 14.2042444699
1506 , 14.781 , 14.204835315
1507 , 14.783 , 14.2055613976
1508 , 14.787 , 14.2057670612
1509 , 14.787 , 14.2059047904
1510 , 14.787 , 14.2067649836
1511 , 14.787 , 14.2073347574
1512 , 14.788 , 14.2073419044
1513 , 14.788 , 14.2090585063
1514 , 14.788 , 14.2097819971
1515 , 14.788 , 14.2110961111
1516 , 14.789 , 14.2125082635
1517 , 14.79 , 14.2125082635
1518 , 14.792 , 14.21507
1519 , 14.793 , 14.2155844869
1520 , 14.793 , 14.2159347826
1521 , 14.794 , 14.2167600195
1522 , 14.796 , 14.2172648779
1523 , 14.796 , 14.2172754238
1524 , 14.796 , 14.2181633274
1525 , 14.799 , 14.2188118579
1526 , 14.8 , 14.2198042102
1527 , 14.801 , 14.2204477077
1528 , 14.801 , 14.22080174
1529 , 14.802 , 14.2210479674
1530 , 14.802 , 14.2221181113
1531 , 14.803 , 14.2221214411
1532 , 14.803 , 14.2229870221
1533 , 14.804 , 14.2250925782
1534 , 14.804 , 14.2262653738
1535 , 14.806 , 14.2263273642
1536 , 14.806 , 14.2272530884
1537 , 14.809 , 14.2296379601
1538 , 14.809 , 14.2303737178
1539 , 14.81 , 14.2304085022
1540 , 14.81 , 14.2313614003
1541 , 14.813 , 14.2316939832
1542 , 14.815 , 14.2349862575
1543 , 14.816 , 14.2355016495
1544 , 14.816 , 14.2355016495
1545 , 14.816 , 14.2355016495
1546 , 14.818 , 14.2355016495
1547 , 14.823 , 14.2355016495
1548 , 14.824 , 14.2355016495
1549 , 14.825 , 14.2355016495
1550 , 14.827 , 14.2356099743
1551 , 14.828 , 14.2356285106
1552 , 14.83 , 14.2363967707
1553 , 14.832 , 14.2371832833
1554 , 14.832 , 14.2380972881
1555 , 14.832 , 14.2384513228
1556 , 14.835 , 14.2387768752
1557 , 14.835 , 14.2394536316
1558 , 14.835 , 14.2400256287
1559 , 14.837 , 14.2414335436
1560 , 14.837 , 14.2414883633
1561 , 14.838 , 14.242812974
1562 , 14.839 , 14.2429602863
1563 , 14.839 , 14.2430460002
1564 , 14.842 , 14.2441676193
1565 , 14.842 , 14.2442063899
1566 , 14.842 , 14.2444274973
1567 , 14.843 , 14.2444281023
1568 , 14.843 , 14.2444281023
1569 , 14.843 , 14.2444281023
1570 , 14.844 , 14.2446435739
1571 , 14.845 , 14.2451872106
1572 , 14.845 , 14.2452689092
1573 , 14.847 , 14.2454671629
1574 , 14.849 , 14.2468
1575 , 14.849 , 14.2483949231
1576 , 14.85 , 14.2499010759
1577 , 14.85 , 14.2501054734
1578 , 14.851 , 14.2514529211
1579 , 14.855 , 14.2550669879
1580 , 14.86 , 14.2552591438
1581 , 14.864 , 14.2558457353
1582 , 14.866 , 14.2560186934
1583 , 14.866 , 14.2563490488
1584 , 14.868 , 14.2577736476
1585 , 14.869 , 14.2579072684
1586 , 14.869 , 14.2582705269
1587 , 14.873 , 14.2584635707
1588 , 14.874 , 14.2590018676
1589 , 14.876 , 14.2590497729
1590 , 14.877 , 14.2604934486
1591 , 14.877 , 14.2607577907
1592 , 14.877 , 14.2610442534
1593 , 14.877 , 14.2633880592
1594 , 14.877 , 14.2637157353
1595 , 14.878 , 14.2638050102
1596 , 14.878 , 14.265634898
1597 , 14.879 , 14.2672522636
1598 , 14.88 , 14.2681055587
1599 , 14.881 , 14.2681084662
1600 , 14.881 , 14.2688297669
1601 , 14.881 , 14.269138563
1602 , 14.882 , 14.2693854576
1603 , 14.884 , 14.2710769449
1604 , 14.886 , 14.2712244249
1605 , 14.887 , 14.2715820628
1606 , 14.888 , 14.2729268461
1607 , 14.889 , 14.274854898
1608 , 14.889 , 14.2754024161
1609 , 14.889 , 14.2754024161
1610 , 14.889 , 14.2758019843
1611 , 14.891 , 14.2759334035
1612 , 14.892 , 14.2767897027
1613 , 14.892 , 14.2783821517
1614 , 14.892 , 14.2792118988
1615 , 14.893 , 14.2800051915
1616 , 14.893 , 14.2802405959
1617 , 14.894 , 14.2802405959
1618 , 14.894 , 14.2802405959
1619 , 14.895 , 14.2802405959
1620 , 14.899 , 14.2802405959
1621 , 14.902 , 14.2804510689
1622 , 14.904 , 14.2830518722
1623 , 14.905 , 14.283724916
1624 , 14.906 , 14.283724916
1625 , 14.907 , 14.2855928194
1626 , 14.907 , 14.286032255
1627 , 14.908 , 14.2868393392
1628 , 14.91 , 14.2872489216
1629 , 14.912 , 14.28729
1630 , 14.912 , 14.2875175154
1631 , 14.914 , 14.2888352431
